Category,Food Name,Alternative Name,Calorie (kcal),Modified Calorie (kcal),Water (g),Protein (g),Fat (g),SFA_g (g),Ash (g),Carbs (g),Fibre (g),Sugar (g),Glucose (g),Fructose (g),Galactose (g),Maltose (g),Sucrose (g),Lactose (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Manganese (mg),Vitamin A Total (IU),Vitamin A(RE) (ug),Retinol (ug),α-Carotene (ug),β-Carotene (ug),Vitamin D Total (IU),Vitamin D (ug),Vitamin D2 (ug),Vitamin D3 (ug),Vitamin E Total (mg),Vitamin E(α-TE) (mg),α-Tocopherol (mg),β-Tocopherol (mg),γ-Tocopherol (mg),δ-Tocopherol (mg),Vitamin K1 (ug),Vitamin K2 MK-4 (ug),Vitamin K2 MK-7 (ug),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),Butyric acid (4:0) (mg),Caproic acid (6:0) (mg),Caprylic acid (8:0) (mg),Capric acid (10:0) (mg),Lauric acid (12:0) (mg),Tridecanoic acid (13:0) (mg),Myristic acid (14:0) (mg),Pentadecanoic acid (15:0) (mg),Palmitic acid (16:0) (mg),Heptadecanoic acid (17:0) (mg),Stearic acid (18:0) (mg),Nonadecanoic acid (19:0) (mg),Arachidic acid (20:0) (mg),Behenic acid (22:0) (mg),Lignoceric acid (24:0) (mg),MUFA (mg),Myristoleic acid (14:1) (mg),Palmitoleic acid (16:1) (mg),Oleic acid (18:1) (mg),Gondoic acid (20:1) (mg),Erucic acid (22:1) (mg),PUFA (mg),LA (mg),ALA (mg),Stearidonic acid (18:4) (mg),Arachidonic acid (20:4) (mg),EPA (mg),DPA (mg),DHA (mg),Other FA (mg),P/M/S,Trans Fat (mg),Total AA (mg),Asp (mg),Thr (mg),Ser (mg),Glu (mg),Pro (mg),Gly (mg),Ala (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Arg (mg),Trp (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Protein%,Fat%,Alcohol%
穀物類,稉米(台稉2號),稉米(台稉2號),357,355,13.2,7.2,0.5,0.1,0.4,78.7,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,65.0,5.0,18.0,0.4,1.1,89.0,,,12.0,1.0,,0.0,7.0,,,,,0.76,0.18,0.13,0.01,0.34,0.28,,,,0.08,0.02,1.03,0.09,,22.2,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,120.0,0.0,12.0,0.0,4.0,1.0,2.0,185.0,0.0,1.0,182.0,2.0,0.0,179.0,173.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24/1.29/1.00,,6840.0,613.0,230.0,338.0,1233.0,289.0,306.0,384.0,496.0,384.0,105.0,270.0,575.0,281.0,350.0,225.0,165.0,536.0,61.0,,,348.1,0.9043,0.0827,0.0129,0.0
穀物類,稉米(台稉8號),稉米(台稉8號),355,354,13.5,6.9,0.4,0.1,0.3,78.8,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,64.0,4.0,16.0,0.4,1.6,72.0,,,17.0,2.0,,0.0,10.0,,,,,1.22,0.28,0.21,0.02,0.52,0.47,,,,0.05,0.01,0.98,0.1,,11.9,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,108.0,0.0,10.0,0.0,1.0,0.0,1.0,142.0,0.0,0.0,141.0,1.0,0.0,138.0,132.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11/1.15/1.00,,6594.0,584.0,224.0,328.0,1198.0,276.0,298.0,367.0,577.0,356.0,86.0,251.0,538.0,267.0,323.0,222.0,159.0,495.0,45.0,,,346.4,0.9099,0.0797,0.0104,0.0
穀物類,稉米(台稉9號),稉米(台稉9號),353,352,14.3,6.6,0.6,0.2,0.3,78.2,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,71.0,5.0,18.0,0.2,1.5,74.0,,,0.0,0.0,,0.0,0.0,,,,,0.17,0.14,0.14,0.0,0.03,0.0,,,,0.06,0.02,1.05,0.12,,12.3,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,165.0,0.0,19.0,0.0,1.0,1.0,1.0,230.0,0.0,0.0,228.0,1.0,1.0,213.0,207.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.11/1.19/1.00,,6680.0,601.0,230.0,335.0,1252.0,279.0,303.0,382.0,576.0,357.0,102.0,253.0,559.0,251.0,285.0,220.0,161.0,494.0,40.0,,,344.6,0.9077,0.0766,0.0157,0.0
穀物類,稉米(台農71號),稉米(台農71號),357,355,13.3,7.9,0.6,0.2,0.4,77.8,0.9,0.1,0.0,0.0,,0.0,0.1,0.0,2.0,65.0,5.0,13.0,0.3,1.4,63.0,0.009,,10.0,1.0,,,6.0,,,,,0.13,0.12,0.11,0.0,0.02,0.0,,,,0.07,0.01,0.81,0.05,,11.3,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,189.0,0.0,18.0,0.0,2.0,4.0,2.0,201.0,0.0,0.0,198.0,2.0,0.0,216.0,210.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08/1.00/1.10,,6548.0,586.0,239.0,354.0,1208.0,281.0,296.0,367.0,144.0,393.0,136.0,267.0,544.0,302.0,354.0,239.0,184.0,553.0,102.0,,,348.2,0.8937,0.0908,0.0155,0.0
穀物類,稉米(高雄139號),稉米(高雄139號),357,355,13.7,6.1,1.2,0.3,0.5,78.5,1.3,0.4,0.1,0.0,,0.0,0.4,0.0,2.0,117.0,6.0,42.0,1.0,1.8,131.0,,,0.0,0.0,,0.0,0.0,,,,,0.5,0.46,0.44,0.02,0.04,0.0,,,,0.13,0.02,2.18,0.09,,29.2,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,233.0,0.0,27.0,0.0,6.0,2.0,27.0,470.0,0.0,2.0,462.0,5.0,0.0,412.0,400.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37/1.56/1.00,,6022.0,573.0,209.0,287.0,1126.0,259.0,291.0,359.0,462.0,360.0,50.0,255.0,515.0,154.0,293.0,221.0,143.0,429.0,38.0,,,349.2,0.8992,0.0699,0.0309,0.0
穀物類,稉米(高雄142號),稉米(高雄142號),353,352,14.3,7.0,0.6,,0.4,77.7,0.2,,,,,,,,4.0,74.0,6.0,19.0,0.2,1.4,49.0,,,,,,,,,,,,0.2,0.17,0.16,0.01,0.03,0.0,,,,0.1,0.03,0.7,0.02,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894.0,628.0,240.0,342.0,1206.0,319.0,306.0,381.0,413.0,407.0,134.0,268.0,559.0,326.0,352.0,235.0,181.0,597.0,0.0,,,344.2,0.903,0.0813,0.0157,0.0
穀物類,稉米(高雄145號),稉米(高雄145號),364,362,11.8,6.8,1.0,0.3,0.4,80.0,1.0,0.2,0.0,0.0,,0.0,0.2,0.0,1.0,93.0,5.0,29.0,0.3,1.6,97.0,,,0.0,0.0,,,0.0,,,,,0.31,0.31,0.31,0.0,0.0,0.0,,,,0.11,0.02,1.43,0.1,,35.6,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,49.0,0.0,4.0,0.0,4.0,327.0,0.0,2.0,322.0,3.0,0.0,313.0,304.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00/1.04/1.08,,6613.0,624.0,234.0,340.0,1290.0,300.0,317.0,390.0,97.0,383.0,138.0,268.0,572.0,280.0,350.0,241.0,158.0,547.0,83.0,,,356.2,0.8984,0.0764,0.0253,0.0
穀物類,稉米(高雄139號)(2021年取樣),稉米(高雄139號)(2021年取樣),352,351,14.4,5.7,0.5,0.2,0.3,79.2,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,1.0,53.0,3.0,17.0,0.0,1.5,59.0,0.199,1.023,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.69,0.0,0.0,14.1,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,157.0,0.0,11.0,0.0,2.0,2.0,2.0,123.0,0.0,0.0,105.0,2.0,16.0,154.0,149.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.26/1.00/1.47,0.0,4646.0,408.0,141.0,246.0,917.0,221.0,230.0,296.0,61.0,293.0,41.0,194.0,432.0,199.0,254.0,168.0,107.0,375.0,63.0,0.0,,344.1,0.9207,0.0663,0.0131,0.0
穀物類,稉米(高雄147),稉米(高雄147),358,356,13.2,5.5,0.9,0.3,0.5,79.8,1.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,2.0,109.0,5.0,22.0,0.2,1.9,90.0,0.204,0.676,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.25,0.2,0.19,0.02,0.04,0.0,0.0,0.0,0.0,0.08,0.02,1.23,0.08,,21.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,279.0,0.0,23.0,0.0,6.0,1.0,5.0,276.0,0.0,0.0,272.0,4.0,0.0,298.0,289.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,1.08/1.00/1.19,0.0,5475.0,517.0,198.0,288.0,1005.0,313.0,267.0,305.0,77.0,324.0,82.0,213.0,456.0,279.0,260.0,204.0,123.0,487.0,76.0,,,349.3,0.9138,0.063,0.0232,0.0
穀物類,越光米,越光米,340,338,17.8,7.6,1.0,0.2,0.5,73.3,0.9,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,90.0,5.0,21.0,0.1,1.8,89.0,,,0.0,0.0,,,0.0,,,,,0.14,0.09,0.07,0.04,0.03,0.0,,,,0.06,0.0,1.14,0.11,,24.8,0.0,226.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,186.0,0.0,24.0,0.0,5.0,0.0,0.0,391.0,0.0,2.0,385.0,4.0,0.0,359.0,347.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59/1.73/1.00,,6056.0,602.0,173.0,315.0,1172.0,268.0,305.0,324.0,94.0,368.0,103.0,262.0,530.0,271.0,310.0,213.0,162.0,470.0,114.0,,,332.6,0.8815,0.0914,0.0271,0.0
穀物類,越光米(台南16號)(2024年取樣),越光米(台南16號)(2024年取樣),356,354,13.3,6.9,0.3,0.1,0.3,79.1,0.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,1.0,94.0,5.0,20.0,0.4,1.6,88.0,0.299,0.606,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.61,0.08,0.07,0.0,0.02,0.52,0.0,0.0,0.0,0.05,0.02,0.99,0.07,,22.8,0.0,144.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,10.0,0.0,3.0,2.0,3.0,84.0,0.0,0.0,82.0,1.0,0.0,91.0,88.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.08/1.00/1.71,0.0,5891.0,580.0,221.0,319.0,1157.0,274.0,289.0,344.0,90.0,352.0,38.0,229.0,502.0,283.0,302.0,204.0,132.0,517.0,58.0,,,346.7,0.9126,0.0796,0.0078,0.0
穀物類,秈型糯米(台中糯70號),秈型糯米(台中糯70號),361,360,12.4,7.9,0.9,0.2,0.5,78.4,0.4,,,,,,,,1.0,95.0,5.0,31.0,0.2,1.0,80.0,,,0.0,0.0,,0.0,0.0,,,,,0.68,0.51,0.5,0.01,0.12,0.06,,,,0.09,0.03,1.69,0.09,,55.9,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,198.0,0.0,24.0,0.0,7.0,0.0,5.0,320.0,0.0,0.0,317.0,3.0,0.0,330.0,318.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37/1.34/1.00,,8191.0,698.0,279.0,387.0,1457.0,369.0,352.0,461.0,756.0,469.0,148.0,318.0,672.0,335.0,414.0,263.0,197.0,616.0,0.0,,,353.3,0.8876,0.0894,0.0229,0.0
穀物類,秈型糯米(2025年取樣),秈型糯米(2025年取樣),362,360,12.2,7.0,0.8,0.3,0.4,79.6,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,124.0,6.0,31.0,0.2,2.1,85.0,0.271,0.738,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.13,0.04,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.02,2.18,0.06,,24.1,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,229.0,0.0,25.0,0.0,8.0,2.0,7.0,255.0,0.0,0.0,251.0,3.0,0.0,245.0,238.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1.00/1.04/1.15,0.0,6708.0,603.0,246.0,330.0,1241.0,379.0,306.0,370.0,111.0,417.0,133.0,275.0,559.0,347.0,336.0,234.0,151.0,579.0,94.0,,,353.6,0.9005,0.0792,0.0204,0.0
穀物類,稉型糯米平均值,稉型糯米平均值,358,357,13.1,8.3,0.8,0.2,0.3,77.4,0.7,,,,,,,,3.0,106.0,7.0,25.0,0.4,0.9,82.0,,,0.0,0.0,,0.0,0.0,,,,,0.44,0.4,0.39,0.01,0.04,0.01,,,,0.12,0.03,1.28,0.07,,18.5,2.3,229.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,196.0,0.0,19.0,5.0,0.0,0.0,4.0,267.0,0.0,0.0,267.0,0.0,0.0,313.0,301.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37/1.17/1.00,,7933.0,721.0,236.0,416.0,1464.0,369.0,358.0,449.0,327.0,452.0,150.0,306.0,662.0,387.0,416.0,260.0,204.0,701.0,54.0,,,350.0,0.8846,0.0949,0.0206,0.0
穀物類,稉型糯米,稉型糯米,359,357,12.8,8.4,0.5,0.1,0.3,78.0,0.7,,,,,,,,2.0,119.0,6.0,23.0,0.4,0.9,110.0,,,0.0,0.0,,0.0,0.0,,,,,0.42,0.42,0.42,0.0,0.0,0.0,,,,0.09,0.02,1.65,0.13,,14.0,2.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,126.0,0.0,12.0,3.0,0.0,0.0,2.0,172.0,0.0,0.0,172.0,0.0,0.0,201.0,194.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37/1.17/1.00,,7867.0,717.0,271.0,402.0,1440.0,352.0,355.0,441.0,328.0,448.0,139.0,307.0,660.0,357.0,415.0,255.0,204.0,667.0,109.0,,,350.1,0.8912,0.096,0.0129,0.0
穀物類,稉型糯米(台稉糯1號),稉型糯米(台稉糯1號),358,356,13.5,8.2,1.1,,0.4,76.8,0.7,,,,,,,,4.0,93.0,7.0,27.0,0.4,0.9,55.0,,,,,,,,,,,,0.46,0.38,0.36,0.02,0.07,0.01,,,,0.14,0.03,0.9,0.02,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7999.0,725.0,201.0,431.0,1488.0,385.0,361.0,456.0,326.0,456.0,161.0,305.0,664.0,418.0,417.0,265.0,205.0,735.0,0.0,,,349.9,0.878,0.0937,0.0283,0.0
穀物類,稉型糯米(2025年取樣),稉型糯米(2025年取樣),361,359,12.4,6.8,0.9,0.3,0.5,79.4,1.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0,1.0,143.0,6.0,34.0,0.3,1.9,100.0,0.223,0.827,11.0,1.0,,,7.0,0.0,0.0,0.0,,0.39,0.24,0.21,0.04,0.14,0.0,0.0,0.0,0.0,0.13,0.02,1.84,0.09,,13.3,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,237.0,0.0,27.0,0.0,8.0,2.0,7.0,305.0,0.0,0.0,301.0,4.0,0.0,324.0,314.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,1.12/1.06/1.00,0.0,5944.0,557.0,218.0,317.0,1126.0,335.0,281.0,333.0,79.0,354.0,91.0,232.0,507.0,304.0,288.0,210.0,131.0,514.0,69.0,,,352.9,0.9,0.0771,0.023,0.0
穀物類,野生紅米,野生紅米,360,352,13.7,7.7,2.6,0.6,1.3,74.7,3.4,0.3,0.0,0.0,,0.0,0.3,0.0,8.0,253.0,15.0,108.0,0.7,2.9,321.0,,,0.0,0.0,,,0.0,,,,,1.21,0.9,0.83,0.09,0.25,0.03,,,,0.36,0.03,5.76,0.21,,108.4,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,469.0,1.0,64.0,0.0,17.0,7.0,9.0,1085.0,0.0,6.0,1069.0,10.0,0.0,925.0,892.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,1.59/1.87/1.00,,6938.0,637.0,239.0,342.0,1272.0,297.0,336.0,408.0,155.0,412.0,153.0,272.0,574.0,306.0,345.0,261.0,210.0,542.0,177.0,,,353.0,0.8465,0.0873,0.0663,0.0
穀物類,紅糯糙米,紅糯糙米,362,352,13.1,9.9,2.8,0.7,1.5,72.6,4.5,0.3,0.0,0.0,,0.0,0.3,0.0,1.0,330.0,12.0,133.0,1.0,3.0,346.0,,,0.0,0.0,,,0.0,,,,,0.93,0.42,0.34,0.06,0.5,0.03,,,,0.44,0.05,7.45,0.21,,78.7,0.0,740.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,608.0,0.0,58.0,0.0,20.0,8.0,16.0,1029.0,0.0,5.0,1013.0,12.0,0.0,1076.0,1035.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.45/1.39/1.00,,9749.0,958.0,346.0,492.0,1907.0,415.0,476.0,560.0,168.0,570.0,154.0,406.0,806.0,447.0,482.0,374.0,256.0,768.0,165.0,,,355.2,0.8176,0.1115,0.0709,0.0
穀物類,黑秈糯糙米,黑秈糯糙米,357,350,14.8,10.1,3.5,0.9,1.5,70.1,3.3,,,,,,,,3.0,302.0,9.0,121.0,1.6,1.7,205.0,,,19.0,2.0,,4.0,10.0,,,,,2.82,1.37,1.06,0.41,0.99,0.37,,,,0.46,0.1,6.52,0.25,,60.5,10.3,863.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,665.0,0.0,105.0,0.0,33.0,14.0,24.0,1412.0,0.0,7.0,1389.0,16.0,0.0,1190.0,1150.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38/1.64/1.00,,9204.0,884.0,344.0,465.0,1661.0,215.0,448.0,555.0,337.0,534.0,176.0,383.0,792.0,427.0,483.0,376.0,259.0,795.0,71.0,,,352.3,0.7959,0.1147,0.0894,0.0
穀物類,黑秈糯糙米(2025年取樣),黑秈糯糙米(2025年取樣),368,358,12.6,7.9,3.7,1.1,1.4,74.5,4.9,0.8,0.1,0.1,0.0,0.0,0.6,0.0,0.0,317.0,16.0,134.0,1.2,2.4,347.0,0.291,1.961,103.0,10.0,,,62.0,0.0,0.0,0.0,,2.38,1.04,0.85,0.09,1.37,0.07,24.0,0.0,0.0,0.34,0.06,6.19,0.24,,55.8,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,860.0,0.0,88.0,0.0,33.0,17.0,32.0,1363.0,0.0,6.0,1342.0,15.0,0.0,1227.0,1182.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,1.16/1.29/1.00,0.0,8922.0,847.0,414.0,464.0,1528.0,444.0,473.0,584.0,120.0,558.0,138.0,358.0,717.0,429.0,419.0,390.0,232.0,719.0,85.0,,,362.9,0.8212,0.0871,0.0918,0.0
穀物類,胚芽秈米(台中秈10號),胚芽秈米(台中秈10號),363,357,12.3,8.3,2.1,0.5,1.3,76.1,2.8,0.5,0.0,0.0,,0.0,0.5,0.0,2.0,268.0,9.0,119.0,0.9,2.2,314.0,,,19.0,2.0,,0.0,11.0,,,,,1.73,0.81,0.69,0.08,0.77,0.19,,,,0.35,0.04,6.29,0.28,,34.7,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,455.0,1.0,50.0,0.0,14.0,7.0,7.0,787.0,0.0,2.0,776.0,8.0,1.0,736.0,709.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.34/1.44/1.00,,7932.0,690.0,278.0,373.0,1340.0,335.0,361.0,458.0,840.0,422.0,97.0,291.0,613.0,292.0,449.0,291.0,195.0,558.0,50.0,,,356.5,0.8539,0.0931,0.053,0.0
穀物類,胚芽稉米平均值,胚芽稉米平均值,362,358,12.7,8.2,1.6,0.5,0.7,76.8,1.5,0.2,0.0,0.0,,0.0,0.2,0.0,1.0,128.0,8.0,53.0,0.6,1.6,164.0,0.009,,1.0,0.0,,,1.0,,,,,2.24,0.99,0.87,0.04,0.87,0.46,,,,0.28,0.04,2.52,0.12,,21.9,0.1,464.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,398.0,1.0,36.0,0.0,6.0,4.0,8.0,560.0,0.0,1.0,549.0,6.0,5.0,545.0,524.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.17/1.21/1.00,,7034.0,696.0,252.0,379.0,1350.0,288.0,349.0,441.0,114.0,375.0,111.0,264.0,619.0,318.0,372.0,259.0,177.0,584.0,86.0,,,354.4,0.8668,0.0926,0.0406,0.0
穀物類,胚芽稉米(台稉10號）,胚芽稉米(台稉10號）,360,357,13.1,7.3,1.7,0.5,0.8,77.2,1.8,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,149.0,8.0,60.0,0.6,1.5,179.0,,,0.0,0.0,,,0.0,,,,,3.16,1.19,1.02,0.05,1.18,0.91,,,,0.31,0.03,2.29,0.13,,15.4,0.1,492.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,409.0,1.0,45.0,0.0,8.0,4.0,9.0,636.0,0.0,3.0,624.0,7.0,3.0,540.0,521.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10/1.29/1.00,,6986.0,662.0,252.0,358.0,1317.0,292.0,348.0,422.0,104.0,399.0,113.0,282.0,604.0,308.0,359.0,265.0,187.0,615.0,98.0,,,353.3,0.874,0.0826,0.0433,0.0
穀物類,胚芽稉米(台稉9號),胚芽稉米(台稉9號),363,360,12.3,9.1,1.5,0.4,0.7,76.5,1.3,0.3,0.0,0.0,,0.0,0.3,0.0,2.0,107.0,8.0,47.0,0.5,1.7,148.0,0.009,,3.0,0.0,,,2.0,,,,,1.31,0.8,0.72,0.03,0.56,0.0,,,,0.25,0.05,2.75,0.12,,28.4,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,384.0,0.0,28.0,0.0,5.0,3.0,6.0,490.0,0.0,0.0,478.0,5.0,6.0,545.0,522.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,1.25/1.12/1.00,,7081.0,731.0,253.0,399.0,1382.0,283.0,349.0,460.0,124.0,350.0,109.0,247.0,635.0,329.0,385.0,253.0,166.0,553.0,74.0,,,355.9,0.8598,0.1023,0.0379,0.0
穀物類,發芽稉米平均值,發芽稉米平均值,355,348,14.8,7.8,2.3,0.5,1.1,74.0,3.3,0.2,0.2,0.0,,0.0,0.0,0.0,3.0,126.0,29.0,105.0,0.9,2.1,254.0,,,23.0,2.0,,,14.0,,,,,1.52,1.12,1.06,0.06,0.26,0.14,,,,0.29,0.06,5.2,0.13,,22.5,0.0,545.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,454.0,1.0,45.0,0.0,12.0,6.0,13.0,1036.0,0.0,4.0,1015.0,13.0,4.0,764.0,735.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.40/1.90/1.00,,6724.0,610.0,240.0,338.0,1211.0,311.0,332.0,404.0,116.0,383.0,113.0,267.0,562.0,314.0,357.0,285.0,196.0,571.0,115.0,,,347.9,0.8508,0.0897,0.0595,0.0
穀物類,發芽稉米(台稉71號),發芽稉米(台稉71號),357,350,14.8,7.4,2.8,0.6,1.1,73.9,3.3,0.3,0.3,0.0,,0.0,0.0,0.0,3.0,167.0,31.0,115.0,0.8,2.3,285.0,,,0.0,0.0,,,0.0,,,,,0.79,0.72,0.69,0.05,0.05,0.0,,,,0.29,0.09,6.47,0.14,,24.4,0.0,565.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,476.0,1.0,42.0,0.0,14.0,7.0,13.0,1276.0,0.0,5.0,1247.0,18.0,6.0,961.0,926.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,1.70/2.26/1.00,,7407.0,646.0,256.0,363.0,1373.0,356.0,351.0,428.0,145.0,424.0,140.0,283.0,597.0,376.0,393.0,292.0,221.0,623.0,141.0,,,350.4,0.8436,0.0845,0.0719,0.0
穀物類,發芽稉米(台稉9號）,發芽稉米(台稉9號）,353,346,14.8,8.2,1.9,0.5,1.0,74.1,3.4,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,86.0,28.0,94.0,1.0,1.9,223.0,,,45.0,5.0,,,27.0,,,,,2.26,1.52,1.42,0.08,0.47,0.29,,,,0.29,0.04,3.94,0.12,,20.6,0.0,497.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,410.0,1.0,44.0,0.0,10.0,5.0,12.0,809.0,0.0,3.0,795.0,9.0,2.0,582.0,559.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.17/1.63/1.00,,6042.0,574.0,225.0,313.0,1050.0,267.0,313.0,380.0,86.0,342.0,87.0,251.0,526.0,253.0,322.0,278.0,171.0,518.0,88.0,,,346.3,0.8559,0.0947,0.0494,0.0
穀物類,糙秈米,糙秈米,359,352,14.4,7.3,3.2,0.8,1.5,73.6,3.3,0.3,0.2,0.0,,0.0,0.1,0.0,4.0,304.0,14.0,131.0,0.9,2.2,345.0,,,0.0,0.0,,,0.0,,,,,1.11,0.54,0.46,0.06,0.57,0.02,,,,0.33,0.15,7.92,0.23,,36.8,0.0,801.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,636.0,2.0,78.0,0.0,25.0,13.0,24.0,1278.0,0.0,6.0,1257.0,14.0,2.0,1126.0,1085.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.41/1.60/1.00,,6818.0,622.0,250.0,330.0,1237.0,338.0,332.0,411.0,140.0,399.0,127.0,266.0,537.0,303.0,360.0,282.0,192.0,547.0,146.0,,,352.4,0.8354,0.0829,0.0817,0.0
穀物類,糙稉米平均值,糙稉米平均值,364,355,12.5,7.4,2.3,0.6,1.1,76.6,4.5,0.5,0.0,0.0,,0.0,0.5,0.0,3.0,220.0,13.0,100.0,1.0,1.9,239.0,,,0.0,0.0,,,0.0,,,,,3.99,1.71,1.51,0.08,1.36,1.04,,,,0.33,0.05,5.43,0.14,,27.1,0.1,572.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,478.0,1.0,48.0,0.0,12.0,6.0,13.0,1010.0,0.0,3.0,994.0,11.0,2.0,745.0,719.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.30/1.77/1.00,,6961.0,667.0,258.0,359.0,1301.0,304.0,355.0,419.0,111.0,389.0,100.0,279.0,602.0,311.0,356.0,275.0,170.0,606.0,100.0,,,356.7,0.859,0.083,0.058,0.0
